Predictors,net 1,net 2,net 3
Amy-Cg_Cx 46,0.16426922,0.14322732,3.2801777e-06
Amy-Cg_Cx 47,0.16737926,0.140452,3.2753162e-06
Amy-Cg_Cx 48,0.16420206,0.14012049,3.2664866e-06
Amy-Cg_Cx 49,0.1551497,0.13798895,3.2624666e-06
Amy-Cg_Cx 50,0.14513226,0.13663508,3.2497296e-06
Amy-Cg_Cx 51,0.13081437,0.13784264,3.2459784e-06
Amy-Cg_Cx 52,0.11081759,0.13765962,3.2723983e-06
Amy-Cg_Cx 53,0.10535633,0.13900618,3.1842985e-06
Amy-Cg_Cx 54,0.113248445,0.13937843,2.961621e-06
Amy-Cg_Cx 55,0.11241795,0.13269395,0.00093865977
Amy-Cg_Cx 56,0.11576544,0.12682751,0.0011882453
Amy-Hipp 1,0.14317566,0.111803554,0.054756403
Amy-Hipp 2,0.14016452,0.09919408,0.06583536
Amy-Hipp 3,0.09672936,0.081994824,0.079324275
Amy-Hipp 4,0.005400665,0.061247278,0.10682325
Amy-Hipp 5,8.842641e-06,0.04851338,0.13959827
Amy-Hipp 6,8.814516e-06,0.0644968,0.16832568
Amy-Hipp 7,8.309878e-06,0.098024115,0.18318546
Amy-Hipp 8,7.982609e-06,0.12737128,0.17813314
Amy-Hipp 9,7.968117e-06,0.1481612,0.16259438
Amy-Hipp 10,8.291119e-06,0.15897946,0.14662658
Amy-Hipp 11,8.964e-06,0.15197513,0.13738228
Amy-Hipp 12,1.0050751e-05,0.12874496,0.13349864
Amy-Hipp 13,1.1371544e-05,0.09952997,0.10935759
Amy-Hipp 14,1.2533082e-05,0.074979715,0.07541063
Amy-Hipp 15,1.3515146e-05,0.06240458,0.031001093
Amy-Hipp 16,1.4090597e-05,0.06602556,6.8665886e-06
Amy-Hipp 17,1.4205328e-05,0.07871025,6.9084986e-06
Amy-Hipp 18,1.4293713e-05,0.090699814,6.951841e-06
Amy-Hipp 19,1.4375908e-05,0.09129269,7.009648e-06
Amy-Hipp 20,1.4437594e-05,0.08592706,7.0707542e-06
Amy-Hipp 21,1.4447658e-05,0.08277099,7.1154377e-06
Amy-Hipp 22,1.421307e-05,0.09187277,7.045816e-06
Amy-Hipp 23,1.3771214e-05,0.10907199,6.875217e-06
Amy-Hipp 24,1.3346399e-05,0.1245153,6.7152096e-06
Amy-Hipp 25,1.2641516e-05,0.1494248,6.3966377e-06
Amy-Hipp 26,1.18045655e-05,0.18179089,6.0012853e-06
Amy-Hipp 27,1.1026233e-05,0.21295796,5.631037e-06
Amy-Hipp 28,1.0433581e-05,0.23485434,5.343339e-06
Amy-Hipp 29,1.0021269e-05,0.24862634,5.1385023e-06
Amy-Hipp 30,9.712975e-06,0.25787115,4.978914e-06
Amy-Hipp 31,9.515756e-06,0.26197118,4.876892e-06
Amy-Hipp 32,9.355247e-06,0.25994605,4.7945196e-06
Amy-Hipp 33,9.293223e-06,0.25355998,4.7695594e-06
Amy-Hipp 34,9.30801e-06,0.24387135,4.777631e-06
Amy-Hipp 35,9.360755e-06,0.23427136,4.801807e-06
Amy-Hipp 36,9.370719e-06,0.23066176,4.80686e-06
Amy-Hipp 37,9.316031e-06,0.23375982,4.783499e-06
Amy-Hipp 38,9.257729e-06,0.23690687,4.7597323e-06
Amy-Hipp 39,9.218691e-06,0.23842911,4.7438452e-06
Amy-Hipp 40,9.1808215e-06,0.23836072,4.7301164e-06
Amy-Hipp 41,9.141334e-06,0.2382139,4.7199323e-06
Amy-Hipp 42,9.07327e-06,0.23935786,4.696048e-06
Amy-Hipp 43,8.987207e-06,0.24032746,4.6605364e-06
Amy-Hipp 44,8.930446e-06,0.23891598,4.635147e-06
Amy-Hipp 45,8.959055e-06,0.23324358,4.650286e-06
Amy-Hipp 46,9.060999e-06,0.22789745,4.701511e-06
Amy-Hipp 47,9.228708e-06,0.22160539,4.780295e-06
Amy-Hipp 48,9.502903e-06,0.21099056,4.9141813e-06
Amy-Hipp 49,9.833878e-06,0.19698247,5.0727917e-06
Amy-Hipp 50,1.0166821e-05,0.18075313,5.2257633e-06
Amy-Hipp 51,1.05200625e-05,0.16563156,5.3785793e-06
Amy-Hipp 52,1.0843089e-05,0.13956851,5.516336e-06
Amy-Hipp 53,1.0545548e-05,0.103178285,5.3799654e-06
Amy-Hipp 54,9.367575e-06,0.079935074,4.84152e-06
Amy-Hipp 55,7.9631845e-06,0.07644611,4.1565295e-06
Amy-Hipp 56,6.750291e-06,0.082724854,3.5426633e-06
Amy-IL_Cx 1,0.417145,0.035102397,0.09677412
Amy-IL_Cx 2,0.41115534,0.03375134,0.09956549
Amy-IL_Cx 3,0.40336153,0.033188824,0.10730966
Amy-IL_Cx 4,0.3907956,0.03395364,0.123403855
Amy-IL_Cx 5,0.36805278,0.03891633,0.1513577
Amy-IL_Cx 6,0.3328148,0.049303833,0.18725438
Amy-IL_Cx 7,0.29402557,0.05986989,0.22592692
Amy-IL_Cx 8,0.2603261,0.064995885,0.25921988
Amy-IL_Cx 9,0.23702064,0.06642282,0.28450546
Amy-IL_Cx 10,0.22999927,0.06622531,0.29756054
Amy-IL_Cx 11,0.24159728,0.06782671,0.28699672
Amy-IL_Cx 12,0.25869876,0.07208079,0.25367537
Amy-IL_Cx 13,0.28014654,0.08116259,0.20074145
Amy-IL_Cx 14,0.30108044,0.09437763,0.14367023
Amy-IL_Cx 15,0.31808886,0.107845746,0.09607205
Amy-IL_Cx 16,0.32742956,0.11805776,0.06327466
Amy-IL_Cx 17,0.33052585,0.12548915,0.04293449
Amy-IL_Cx 18,0.33117983,0.13039282,0.029946437
Amy-IL_Cx 19,0.33100912,0.13355064,0.021877468
Amy-IL_Cx 20,0.33154237,0.13465632,0.017929364
Amy-IL_Cx 21,0.33266628,0.1335147,0.017246043
Amy-IL_Cx 22,0.33277082,0.13035317,0.019004157
Amy-IL_Cx 23,0.33054164,0.12612608,0.022403602
Amy-IL_Cx 24,0.32700258,0.121739514,0.026281897
Amy-IL_Cx 25,0.32274422,0.11735882,0.02971022
Amy-IL_Cx 26,0.3181461,0.11375705,0.032516826
Amy-IL_Cx 27,0.31366012,0.11124469,0.034592275
Amy-IL_Cx 28,0.30955577,0.10939207,0.03584761
Amy-IL_Cx 29,0.30733946,0.10735279,0.036026355
Amy-IL_Cx 30,0.3075207,0.10473878,0.034955632
Amy-IL_Cx 31,0.30941978,0.10221586,0.03333778
Amy-IL_Cx 32,0.3125157,0.09999232,0.031648714
Amy-IL_Cx 33,0.31630746,0.097812966,0.030265372
Amy-IL_Cx 34,0.31947857,0.09618547,0.02917874
Amy-IL_Cx 35,0.3217774,0.094832614,0.028428612
Amy-IL_Cx 36,0.3244075,0.09303378,0.02889567
Amy-IL_Cx 37,0.32650924,0.090710275,0.029054452
Amy-IL_Cx 38,0.32724425,0.08907575,0.028129753
Amy-IL_Cx 39,0.32642984,0.08816612,0.026595507
Amy-IL_Cx 40,0.3244522,0.08713951,0.024297157
Amy-IL_Cx 41,0.32347286,0.08483701,0.019606974
Amy-IL_Cx 42,0.3216095,0.084957354,0.014457668
Amy-IL_Cx 43,0.31955817,0.08616978,0.010539909
Amy-IL_Cx 44,0.31808257,0.08651456,0.007326
Amy-IL_Cx 45,0.3171803,0.08519012,0.0052855606
Amy-IL_Cx 46,0.31531602,0.082508996,0.004932267
Amy-IL_Cx 47,0.31359506,0.0787183,0.0062701665
Amy-IL_Cx 48,0.31033707,0.074159056,0.007888298
Amy-IL_Cx 49,0.3056634,0.0684685,0.010304843
Amy-IL_Cx 50,0.2991064,0.062597945,0.013104306
Amy-IL_Cx 51,0.29127368,0.058061518,0.016370721
Amy-IL_Cx 52,0.27986574,0.05151565,0.020789778
Amy-IL_Cx 53,0.26888692,0.05024335,0.023749137
Amy-IL_Cx 54,0.25547633,0.05457421,0.024828868
Amy-IL_Cx 55,0.24397725,0.062143076,0.02614278
Amy-IL_Cx 56,0.23530021,0.06975285,0.027207859
Amy-Nac 1,0.4222555,0.072473384,0.075025514
Amy-Nac 2,0.41430008,0.07243624,0.07727431
Amy-Nac 3,0.40644842,0.07364578,0.08263208
Amy-Nac 4,0.3971032,0.07659662,0.0927821
Amy-Nac 5,0.38273546,0.083274476,0.10795996
Amy-Nac 6,0.36350647,0.09493648,0.12619203
Amy-Nac 7,0.3432414,0.10879831,0.1419735
Amy-Nac 8,0.3291753,0.119274996,0.15317479
Amy-Nac 9,0.3256685,0.1251898,0.15839352
Amy-Nac 10,0.33297625,0.12754326,0.15624022
Amy-Nac 11,0.34803623,0.12737745,0.14529048
Amy-Nac 12,0.36521715,0.1259742,0.12602632
Amy-Nac 13,0.37864032,0.12527867,0.102740236
Amy-Nac 14,0.38486093,0.12779373,0.0804661
Amy-Nac 15,0.38507247,0.1338235,0.06238053
Amy-Nac 16,0.38220745,0.14113769,0.048489437
Amy-Nac 17,0.37774563,0.14739047,0.037627302
Amy-Nac 18,0.37386867,0.15182361,0.030316865
Amy-Nac 19,0.3716637,0.1542018,0.026108447
Amy-Nac 20,0.37118962,0.15457769,0.024173386
Amy-Nac 21,0.37209207,0.15344265,0.023775993
Amy-Nac 22,0.37361354,0.1512624,0.024581483
Amy-Nac 23,0.375363,0.14832227,0.026116747
Amy-Nac 24,0.3772247,0.14497855,0.027810862
Amy-Nac 25,0.3790636,0.14166462,0.029160645
Amy-Nac 26,0.38121966,0.13846086,0.0301795
Amy-Nac 27,0.3834286,0.13546096,0.030658472
Amy-Nac 28,0.3855422,0.13280061,0.030628748
Amy-Nac 29,0.38793346,0.13061082,0.03038935
Amy-Nac 30,0.3910313,0.12858535,0.030112125
Amy-Nac 31,0.39473408,0.12666088,0.029389923
Amy-Nac 32,0.398649,0.1246879,0.028027406
Amy-Nac 33,0.40237194,0.12314186,0.026111534
Amy-Nac 34,0.40527055,0.12202242,0.024601575
Amy-Nac 35,0.40752417,0.120958336,0.024021292
Amy-Nac 36,0.40942207,0.11965009,0.024153147
Amy-Nac 37,0.41139364,0.11831219,0.024392737
Amy-Nac 38,0.41351768,0.117011815,0.024947945
Amy-Nac 39,0.4157557,0.11544773,0.025510844
Amy-Nac 40,0.41789052,0.11382061,0.0252564
Amy-Nac 41,0.41934305,0.112442374,0.02422504
Amy-Nac 42,0.41967523,0.111492194,0.0228159
Amy-Nac 43,0.4188252,0.11057365,0.020875745
Amy-Nac 44,0.41807547,0.109189935,0.01896112
Amy-Nac 45,0.41766512,0.10723986,0.017960742
Amy-Nac 46,0.41720554,0.10474825,0.01841356
Amy-Nac 47,0.41507092,0.102107026,0.019660546
Amy-Nac 48,0.41190797,0.10010909,0.022108944
Amy-Nac 49,0.40823913,0.098552726,0.024350448
Amy-Nac 50,0.40356755,0.096575,0.02677462
Amy-Nac 51,0.3978783,0.093292296,0.028963529
Amy-Nac 52,0.38903496,0.08760934,0.030974649
Amy-Nac 53,0.37342736,0.080924064,0.03205194
Amy-Nac 54,0.35404906,0.07648946,0.032204784
Amy-Nac 55,0.33320984,0.07474571,0.031185478
Amy-Nac 56,0.31435376,0.07567795,0.029401029
Amy-PrL_Cx 1,0.3788132,0.044410624,0.10795673
Amy-PrL_Cx 2,0.3747428,0.04341276,0.110338874
Amy-PrL_Cx 3,0.36719874,0.043093204,0.11814862
Amy-PrL_Cx 4,0.352994,0.04314948,0.1360418
Amy-PrL_Cx 5,0.32494348,0.044508405,0.16990277
Amy-PrL_Cx 6,0.28261846,0.04643564,0.2202741
Amy-PrL_Cx 7,0.2328348,0.046082973,0.27603847
Amy-PrL_Cx 8,0.1821368,0.03809935,0.32774943
Amy-PrL_Cx 9,0.13968737,0.026958402,0.3714257
Amy-PrL_Cx 10,0.12060449,0.016529912,0.39821807
Amy-PrL_Cx 11,0.12515882,0.009689984,0.40064955
Amy-PrL_Cx 12,0.13166605,0.016403379,0.36522335
Amy-PrL_Cx 13,0.14826813,0.04157771,0.29680875
Amy-PrL_Cx 14,0.1672944,0.077810585,0.21260196
Amy-PrL_Cx 15,0.18518364,0.111590475,0.13967781
Amy-PrL_Cx 16,0.19837102,0.13478205,0.087365195
Amy-PrL_Cx 17,0.20335953,0.14753002,0.054936066
Amy-PrL_Cx 18,0.20673014,0.1535403,0.034897055
Amy-PrL_Cx 19,0.20902462,0.1564557,0.02298739
Amy-PrL_Cx 20,0.21103097,0.15647636,0.017262297
Amy-PrL_Cx 21,0.21063185,0.15317383,0.015875833
Amy-PrL_Cx 22,0.20686023,0.14698623,0.017800268
Amy-PrL_Cx 23,0.19804415,0.13954812,0.021713726
Amy-PrL_Cx 24,0.18364921,0.13292775,0.026223172
Amy-PrL_Cx 25,0.16385937,0.12601206,0.03042095
Amy-PrL_Cx 26,0.14182462,0.118806385,0.034312833
Amy-PrL_Cx 27,0.12016227,0.113113195,0.0362841
Amy-PrL_Cx 28,0.10066704,0.10990908,0.038329277
Amy-PrL_Cx 29,0.08649046,0.10730453,0.04242344
Amy-PrL_Cx 30,0.07695666,0.10343608,0.044751946
Amy-PrL_Cx 31,0.07092695,0.09604038,0.0454737
Amy-PrL_Cx 32,0.06789143,0.087348916,0.045419835
Amy-PrL_Cx 33,0.065938085,0.0783895,0.04496586
Amy-PrL_Cx 34,0.06444446,0.06856861,0.04389243
Amy-PrL_Cx 35,0.062353335,0.057726834,0.043158073
Amy-PrL_Cx 36,0.06434779,0.0471326,0.045190226
Amy-PrL_Cx 37,0.063768305,0.03653281,0.048222456
Amy-PrL_Cx 38,0.059644442,0.028013358,0.051845003
Amy-PrL_Cx 39,0.056789786,0.022034688,0.05380026
Amy-PrL_Cx 40,0.05611932,0.016584931,0.053286646
Amy-PrL_Cx 41,0.059393644,0.012149834,0.05066394
Amy-PrL_Cx 42,0.063516304,0.011803341,0.046536244
Amy-PrL_Cx 43,0.06813419,0.014366547,0.042186752
Amy-PrL_Cx 44,0.07418914,0.015864868,0.03727883
Amy-PrL_Cx 45,0.08272359,0.017419107,0.034179226
Amy-PrL_Cx 46,0.09119769,0.019968973,0.033872493
Amy-PrL_Cx 47,0.09846656,0.02174323,0.034702767
Amy-PrL_Cx 48,0.10036328,0.021056576,0.03480112
Amy-PrL_Cx 49,0.095125996,0.017972114,0.03681825
Amy-PrL_Cx 50,0.08849281,0.01642648,0.039957948
Amy-PrL_Cx 51,0.07982556,0.016555903,0.04325158
Amy-PrL_Cx 52,0.066009626,0.012307333,0.04775577
Amy-PrL_Cx 53,0.06546267,0.016894255,0.049641907
Amy-PrL_Cx 54,0.07597581,0.029818559,0.046394635
Amy-PrL_Cx 55,0.0902752,0.042195387,0.041195538
Amy-PrL_Cx 56,0.10322396,0.051125173,0.036470003
Amy-Thal 1,0.39400044,0.10069113,0.10204843
Amy-Thal 2,0.38144678,0.10734995,0.10644273
Amy-Thal 3,0.36238378,0.12066795,0.11637151
Amy-Thal 4,0.33331946,0.14110364,0.13608868
Amy-Thal 5,0.29318795,0.16851713,0.16557783
Amy-Thal 6,0.25376126,0.19796462,0.19491269
Amy-Thal 7,0.22738181,0.21972151,0.21552117
Amy-Thal 8,0.21236898,0.23366304,0.22629769
Amy-Thal 9,0.20533456,0.2433713,0.2294024
Amy-Thal 10,0.20388815,0.2505671,0.22731674
Amy-Thal 11,0.20899025,0.2557448,0.21910025
Amy-Thal 12,0.21947813,0.25918332,0.20265576
Amy-Thal 13,0.23061195,0.26382852,0.17717704
Amy-Thal 14,0.23993939,0.27260944,0.14314722
Amy-Thal 15,0.24344857,0.28537816,0.104809016
Amy-Thal 16,0.24222314,0.298752,0.07115889
Amy-Thal 17,0.23882025,0.31009707,0.045321316
Amy-Thal 18,0.23948108,0.31558865,0.026510077
Amy-Thal 19,0.24438109,0.31493416,0.013733046
Amy-Thal 20,0.2520329,0.30993813,0.00724741
Amy-Thal 21,0.25931633,0.30334124,0.006875089
Amy-Thal 22,0.26427343,0.29651606,0.010352646
Amy-Thal 23,0.26784828,0.28866982,0.015773617
Amy-Thal 24,0.27156776,0.27971163,0.02233233
Amy-Thal 25,0.2764956,0.2703995,0.029117232
Amy-Thal 26,0.2818053,0.2624807,0.03494012
Amy-Thal 27,0.28870496,0.25554273,0.03770311
Amy-Thal 28,0.29721516,0.2484641,0.038166866
Amy-Thal 29,0.30639476,0.24134147,0.03622002
Amy-Thal 30,0.3157862,0.23453762,0.032856595
Amy-Thal 31,0.32367405,0.22873296,0.028869104
Amy-Thal 32,0.33057144,0.22378139,0.024562411
Amy-Thal 33,0.33500803,0.21970971,0.019429676
Amy-Thal 34,0.3381081,0.21696246,0.015027001
Amy-Thal 35,0.34145033,0.21573485,0.012951161
Amy-Thal 36,0.34362003,0.21667455,0.0118686175
Amy-Thal 37,0.3451415,0.21937852,0.010420315
Amy-Thal 38,0.34664848,0.22244203,0.008945971
Amy-Thal 39,0.3480149,0.22488406,0.007895351
Amy-Thal 40,0.34911075,0.22621924,0.007150283
Amy-Thal 41,0.34951103,0.22655578,0.0058364733
Amy-Thal 42,0.34792167,0.2273187,0.003266605
Amy-Thal 43,0.3455156,0.23004602,0.00055197557
Amy-Thal 44,0.34384963,0.23289669,1.986893e-06
Amy-Thal 45,0.34229752,0.23488797,2.023882e-06
Amy-Thal 46,0.33937994,0.23419626,0.00030243935
Amy-Thal 47,0.3334262,0.2320513,0.0023674543
Amy-Thal 48,0.32324252,0.22924104,0.0027722463
Amy-Thal 49,0.31111374,0.2255845,0.003326492
Amy-Thal 50,0.29671994,0.22094223,0.0066552125
Amy-Thal 51,0.28143686,0.21556595,0.012922236
Amy-Thal 52,0.26127845,0.20804411,0.020277087
Amy-Thal 53,0.2348304,0.1966974,0.025244864
Amy-Thal 54,0.21489744,0.18445115,0.027623698
Amy-Thal 55,0.20494734,0.17328605,0.028142327
Amy-Thal 56,0.19855423,0.16295502,0.026688222
Amy-VTA 1,0.44985956,5.4241855e-06,0.12662672
Amy-VTA 2,0.44206917,5.3449817e-06,0.13815954
Amy-VTA 3,0.42576015,5.4032034e-06,0.15831478
Amy-VTA 4,0.3970561,5.631551e-06,0.19282642
Amy-VTA 5,0.35815495,5.989707e-06,0.2441826
Amy-VTA 6,0.32312325,6.3698812e-06,0.30181995
Amy-VTA 7,0.3033227,0.009009001,0.34142387
Amy-VTA 8,0.28838262,0.030944766,0.35269728
Amy-VTA 9,0.27850845,0.041130066,0.3506798
Amy-VTA 10,0.28558347,0.038506236,0.33737513
Amy-VTA 11,0.3066234,0.025065739,0.31811833
Amy-VTA 12,0.33788103,0.0050910627,0.29291913
Amy-VTA 13,0.3662969,7.5599514e-06,0.2539806
Amy-VTA 14,0.39236766,7.751726e-06,0.20568483
Amy-VTA 15,0.4116779,7.995438e-06,0.15058503
Amy-VTA 16,0.42650524,8.189418e-06,0.09530831
Amy-VTA 17,0.43727183,8.299898e-06,0.048618093
Amy-VTA 18,0.44376934,0.004790303,0.015222198
Amy-VTA 19,0.45010075,0.0054748817,2.5576433e-06
Amy-VTA 20,0.45722163,7.856968e-06,2.5132383e-06
Amy-VTA 21,0.4609942,7.681909e-06,2.4759725e-06
Amy-VTA 22,0.46391508,7.559197e-06,2.4554176e-06
Amy-VTA 23,0.46494418,7.457535e-06,0.0056465855
Amy-VTA 24,0.46407762,7.361472e-06,0.018003
Amy-VTA 25,0.46416098,7.286886e-06,0.028834932
Amy-VTA 26,0.46605563,7.2220223e-06,0.037178695
Amy-VTA 27,0.46981463,7.177341e-06,0.041335844
Amy-VTA 28,0.47479394,7.147144e-06,0.04141678
Amy-VTA 29,0.4816706,7.123108e-06,0.039231293
Amy-VTA 30,0.4898808,7.094624e-06,0.03624082
Amy-VTA 31,0.49879077,7.075949e-06,0.032339018
Amy-VTA 32,0.50548935,0.0030958678,0.027368858
Amy-VTA 33,0.5111167,0.0033193135,0.019842744
Amy-VTA 34,0.5143165,0.004488956,0.013392883
Amy-VTA 35,0.51629376,0.008731084,0.010301518
Amy-VTA 36,0.51713645,0.015727427,0.010372874
Amy-VTA 37,0.5145782,0.026114259,0.010476434
Amy-VTA 38,0.5106717,0.037147645,0.0101511525
Amy-VTA 39,0.50648224,0.04606261,0.008542795
Amy-VTA 40,0.50266135,0.051920045,0.00630486
Amy-VTA 41,0.49960184,0.05328135,0.0030419114
Amy-VTA 42,0.49347532,0.0556035,0.00060345454
Amy-VTA 43,0.48617315,0.05994146,2.4467581e-06
Amy-VTA 44,0.4801134,0.0646855,2.4622022e-06
Amy-VTA 45,0.47571954,0.06906498,2.4839578e-06
Amy-VTA 46,0.46950096,0.071741395,0.0029574363
Amy-VTA 47,0.46190932,0.068018466,0.0072356695
Amy-VTA 48,0.45154607,0.05739231,0.0087908255
Amy-VTA 49,0.43994614,0.045177214,0.009776192
Amy-VTA 50,0.4255384,0.033827513,0.011830937
Amy-VTA 51,0.40858057,0.024846165,0.014706418
Amy-VTA 52,0.38393342,0.017808747,0.017936843
Amy-VTA 53,0.35274452,0.014220214,0.020353455
Amy-VTA 54,0.3195743,0.019258158,0.020456094
Amy-VTA 55,0.28998178,0.031855427,0.020394204
Amy-VTA 56,0.2673296,0.046513446,0.020367308
Cg_Cx-Hipp 1,0.2622815,0.12343877,0.08169793
Cg_Cx-Hipp 2,0.25898647,0.12339089,0.09370133
Cg_Cx-Hipp 3,0.23192662,0.11763786,0.10946131
Cg_Cx-Hipp 4,0.17662612,0.10930711,0.13779268
Cg_Cx-Hipp 5,0.105661385,0.10627447,0.18393789
Cg_Cx-Hipp 6,0.05300283,0.11379402,0.23775408
Cg_Cx-Hipp 7,0.040199805,0.12599666,0.27498126
Cg_Cx-Hipp 8,0.04226876,0.13264242,0.2842366
Cg_Cx-Hipp 9,0.060371585,0.13923214,0.27468902
Cg_Cx-Hipp 10,0.083619766,0.14245771,0.25602463
Cg_Cx-Hipp 11,0.10656313,0.14415987,0.23253015
Cg_Cx-Hipp 12,0.124267146,0.14193846,0.20457917
Cg_Cx-Hipp 13,0.13129693,0.14150482,0.17217918
Cg_Cx-Hipp 14,0.120160125,0.15230726,0.13549498
Cg_Cx-Hipp 15,0.10338573,0.17107773,0.09254458
Cg_Cx-Hipp 16,0.090690434,0.18785174,0.047498703
Cg_Cx-Hipp 17,0.06774481,0.2048308,0.006288332
Cg_Cx-Hipp 18,0.040914822,0.22072221,6.106525e-06
Cg_Cx-Hipp 19,0.025207175,0.22626305,6.2432086e-06
Cg_Cx-Hipp 20,0.012094956,0.23055021,6.3840857e-06
Cg_Cx-Hipp 21,1.282355e-05,0.23557018,6.478953e-06
Cg_Cx-Hipp 22,1.2677592e-05,0.23616292,6.4455876e-06
Cg_Cx-Hipp 23,1.2545331e-05,0.23600994,6.422745e-06
Cg_Cx-Hipp 24,1.2346408e-05,0.24002987,6.3599746e-06
Cg_Cx-Hipp 25,1.2116597e-05,0.24608424,6.2762174e-06
Cg_Cx-Hipp 26,1.1832971e-05,0.25822517,6.155013e-06
Cg_Cx-Hipp 27,1.1412867e-05,0.28042945,5.9476483e-06
Cg_Cx-Hipp 28,1.09901675e-05,0.30370367,5.737178e-06
Cg_Cx-Hipp 29,1.0678629e-05,0.32121673,5.577288e-06
Cg_Cx-Hipp 30,0.019062774,0.32573244,5.3866524e-06
Cg_Cx-Hipp 31,0.049473785,0.323233,5.184461e-06
Cg_Cx-Hipp 32,0.0768366,0.31805432,5.061003e-06
Cg_Cx-Hipp 33,0.09326582,0.30967572,5.0783456e-06
Cg_Cx-Hipp 34,0.10770362,0.30088407,5.1177362e-06
Cg_Cx-Hipp 35,0.1209514,0.29557434,5.146276e-06
Cg_Cx-Hipp 36,0.13113919,0.29314324,5.157386e-06
Cg_Cx-Hipp 37,0.13757977,0.29249159,5.161118e-06
Cg_Cx-Hipp 38,0.14026618,0.29100817,5.1850952e-06
Cg_Cx-Hipp 39,0.14045694,0.28757247,5.2188416e-06
Cg_Cx-Hipp 40,0.13917135,0.2788874,5.2570736e-06
Cg_Cx-Hipp 41,0.13881709,0.267304,5.2946675e-06
Cg_Cx-Hipp 42,0.1390315,0.25779206,5.3095127e-06
Cg_Cx-Hipp 43,0.13871019,0.2508281,5.2987284e-06
Cg_Cx-Hipp 44,0.13792741,0.24440105,0.0003351065
Cg_Cx-Hipp 45,0.13977526,0.23505281,0.001691059
Cg_Cx-Hipp 46,0.14273013,0.22569542,0.0021511891
Cg_Cx-Hipp 47,0.14622994,0.22096355,0.0031202922
Cg_Cx-Hipp 48,0.15079124,0.21730298,0.004954608
Cg_Cx-Hipp 49,0.15635936,0.20784675,0.0026452856
Cg_Cx-Hipp 50,0.16255033,0.19748226,5.260822e-06
Cg_Cx-Hipp 51,0.16071063,0.19306442,5.30059e-06
Cg_Cx-Hipp 52,0.13796858,0.1879252,5.3257613e-06
Cg_Cx-Hipp 53,0.096321516,0.16842426,5.1138663e-06
Cg_Cx-Hipp 54,0.070497945,0.1411435,4.52262e-06
Cg_Cx-Hipp 55,0.07082223,0.121623054,3.7961836e-06
Cg_Cx-Hipp 56,0.08660896,0.11004817,3.1851175e-06
Cg_Cx-IL_Cx 1,0.24389468,0.14211355,0.040267106
Cg_Cx-IL_Cx 2,0.24110863,0.14033636,0.041130435
Cg_Cx-IL_Cx 3,0.23514996,0.13995726,0.042924356
Cg_Cx-IL_Cx 4,0.22533885,0.14126664,0.046862908
Cg_Cx-IL_Cx 5,0.21200466,0.14468211,0.054528013
Cg_Cx-IL_Cx 6,0.19800007,0.14961693,0.06634264
Cg_Cx-IL_Cx 7,0.18515064,0.15520512,0.081248514
Cg_Cx-IL_Cx 8,0.17309691,0.16085087,0.09707019
Cg_Cx-IL_Cx 9,0.16072583,0.16611524,0.1115308
Cg_Cx-IL_Cx 10,0.14870058,0.16991858,0.12196016
Cg_Cx-IL_Cx 11,0.13748208,0.17182057,0.12444716
Cg_Cx-IL_Cx 12,0.12609018,0.17416586,0.116305925
Cg_Cx-IL_Cx 13,0.111288905,0.1791987,0.09870853
Cg_Cx-IL_Cx 14,0.096344344,0.18910125,0.074810125
Cg_Cx-IL_Cx 15,0.083370574,0.20137358,0.050443273
Cg_Cx-IL_Cx 16,0.075110614,0.21173379,0.030180763
Cg_Cx-IL_Cx 17,0.07211647,0.2189948,0.015266519
Cg_Cx-IL_Cx 18,0.073200755,0.22151959,0.0046825744
Cg_Cx-IL_Cx 19,0.076425985,0.2205007,1.500386e-06
Cg_Cx-IL_Cx 20,0.07812192,0.21917067,1.5108536e-06
Cg_Cx-IL_Cx 21,0.07641897,0.21909536,1.5338337e-06
Cg_Cx-IL_Cx 22,0.0705373,0.22007057,1.5710333e-06
Cg_Cx-IL_Cx 23,0.060226697,0.22170044,1.6212942e-06
Cg_Cx-IL_Cx 24,0.0459435,0.22396195,1.6808775e-06
Cg_Cx-IL_Cx 25,0.02937081,0.2253462,0.00021252692
Cg_Cx-IL_Cx 26,0.012362428,0.22709285,0.0024446757
Cg_Cx-IL_Cx 27,3.7264413e-06,0.23029901,0.0006825236
Cg_Cx-IL_Cx 28,3.808087e-06,0.2309057,1.923668e-06
Cg_Cx-IL_Cx 29,3.876579e-06,0.23083825,1.9573072e-06
Cg_Cx-IL_Cx 30,3.9358742e-06,0.2299403,0.00038788415
Cg_Cx-IL_Cx 31,3.988639e-06,0.22930259,0.0008285708
Cg_Cx-IL_Cx 32,4.043487e-06,0.22957419,2.0381922e-06
Cg_Cx-IL_Cx 33,4.102051e-06,0.22951764,2.0666942e-06
Cg_Cx-IL_Cx 34,4.1639064e-06,0.2293266,2.0978584e-06
Cg_Cx-IL_Cx 35,4.2208812e-06,0.2300193,2.1282558e-06
Cg_Cx-IL_Cx 36,4.273342e-06,0.23142077,2.157269e-06
Cg_Cx-IL_Cx 37,4.3300674e-06,0.23168208,2.1888588e-06
Cg_Cx-IL_Cx 38,4.392713e-06,0.2289533,2.223473e-06
Cg_Cx-IL_Cx 39,4.4583294e-06,0.22319219,2.2595575e-06
